season,episode,nepisode,EpisodeTitle,Rating,Comment,Date,sentiment,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
6,2,52,2. Home,fresh,"It feels like the show is starting to go somewhere, as it shakes up the established order, moves confidently off-book, and reminds viewers that everyone in your family probably just wants to murder you.",2-May-16,POSITIVE,1,34,55.58,97.48,67.28,20.23,34,26.47,91.18,70.59,58.82,17.65,5.88,0,0,5.88,0,0,11.76,11.76,5.88,0,17.65,2.94,11.76,5.88,0,14.71,0,0,5.88,0,2.94,2.94,17.65,2.94,14.71,2.94,0,2.94,5.88,0,0,2.94,5.88,2.94,2.94,2.94,2.94,0,0,0,0,0,11.76,2.94,0,0,2.94,0,0,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,2.94,0,2.94,0,0,0,0,0,0,0,8.82,23.53,0,5.88,11.76,5.88,0,2.94,2.94,0,8.82,2.94,0,0,0,0,0,14.71,2.94,8.82,0,0,0,2.94,0
6,2,52,2. Home,fresh,"Even though the plot isn't moving too fast, there's so much information it almost feels like it is.",2-May-16,POSITIVE,1,18,1,1,99,20.23,18,5.56,94.44,88.89,72.22,11.11,0,0,0,0,0,0,11.11,11.11,5.56,0,5.56,16.67,33.33,11.11,5.56,27.78,11.11,5.56,0,0,0,0,27.78,0,27.78,11.11,0,0,5.56,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,11.11,5.56,0,0,5.56,5.56,0,22.22,0,0,0,0,0,0,22.22,5.56,5.56,0,0,11.11,0,0
6,2,52,2. Home,fresh,"How do you follow-up a reveal that one of your sexy lead characters is actually an ancient crone? With an even bigger twist, of course!",2-May-16,POSITIVE,1,25,74.19,98.38,35.01,81.12,12.5,16,88,76,60,12,8,0,0,8,0,0,4,24,12,4,12,8,12,0,0,12,12,8,4,0,4,4,24,0,24,8,8,0,0,12,0,0,4,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,4,0,0,4,4,4,0,0,0,0,0,0,16,0,4,4,4,0,4,0
6,2,52,2. Home,fresh,"Bran's storyline really has the most potential on the show right now. There are a lot of different directions in which it can go, but that nod to the past was very intriguing.",2-May-16,POSITIVE,1,33,63.17,5.27,95.15,20.23,16.5,15.15,90.91,75.76,66.67,9.09,0,0,0,0,0,0,9.09,21.21,12.12,0,12.12,12.12,12.12,3.03,0,15.15,9.09,12.12,0,0,0,0,18.18,0,18.18,0,0,3.03,3.03,3.03,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,9.09,18.18,3.03,3.03,12.12,3.03,0,0,6.06,6.06,12.12,3.03,0,0,0,0,0,12.12,6.06,3.03,0,0,3.03,0,0
6,2,52,2. Home,fresh,"It's a great example of the show's ability to adapt the books in a non-linear fashion, here wholesale moving a storyline where it serves a clearer purpose.",2-May-16,POSITIVE,1,27,99,40.06,27.44,77.5,27,29.63,70.37,59.26,48.15,7.41,0,0,0,0,0,0,7.41,22.22,22.22,0,11.11,3.7,7.41,0,0,7.41,7.41,0,3.7,0,3.7,0,3.7,0,3.7,0,3.7,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,14.81,0,3.7,11.11,0,0,0,0,0,3.7,0,0,0,0,0,0,18.52,3.7,3.7,0,0,7.41,3.7,0
6,2,52,2. Home,fresh,"Abrupt power shifts in Westeros are no surprise at this point, but even by GoT standards, ""Home"" had some jaw-droppers (in case anyone was still wondering, Ramsay Bolton is a sick SOB). And what an ending!",2-May-16,POSITIVE,1,36,49.68,25.13,59.49,1,18,13.89,77.78,63.89,52.78,8.33,0,0,0,0,0,0,8.33,13.89,5.56,0,11.11,11.11,5.56,5.56,2.78,19.44,2.78,2.78,2.78,0,0,2.78,11.11,2.78,8.33,2.78,0,0,5.56,0,2.78,0,8.33,0,5.56,8.33,0,5.56,0,0,2.78,0,2.78,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,2.78,0,2.78,0,0,0,2.78,2.78,2.78,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,2.78,5.56,11.11,2.78,0,8.33,0,0,0,5.56,5.56,5.56,0,0,0,0,0,0,27.78,2.78,8.33,0,2.78,0,13.89,0
6,2,52,2. Home,fresh,"From the violence to the visuals, from the emotions to the revelations, this was show doing all the things it does well, and there's way more to that than shocking deaths and even more stunning resurrections.",1-May-16,POSITIVE,1,36,73.36,25.13,10.18,20.23,36,19.44,94.44,75,72.22,11.11,0,0,0,0,0,0,11.11,27.78,13.89,0,16.67,11.11,8.33,8.33,0,11.11,8.33,8.33,0,0,0,0,8.33,2.78,5.56,2.78,0,0,0,0,2.78,0,13.89,2.78,2.78,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,11.11,2.78,0,5.56,2.78,0,0,0,2.78,5.56,0,0,0,0,0,0,13.89,2.78,8.33,0,0,2.78,0,0
6,2,52,2. Home,fresh,"Hodor, meanwhile, was reborn in our eyes: His real name is Wyllis! And he used to say more things! I may be more excited about the Hodor origin story than I am about the race for the Iron Throne.",1-May-16,POSITIVE,1,39,45.8,69.89,7.69,60.52,13,5.13,84.62,69.23,61.54,15.38,12.82,5.13,2.56,0,5.13,0,2.56,17.95,7.69,0,15.38,12.82,7.69,5.13,0,17.95,7.69,5.13,5.13,2.56,0,2.56,12.82,0,12.82,0,5.13,0,2.56,2.56,2.56,0,2.56,2.56,0,2.56,2.56,0,0,0,0,0,15.38,5.13,0,0,0,0,5.13,10.26,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,5.13,0,0,2.56,2.56,0,0,5.13,5.13,5.13,2.56,0,0,0,0,0,15.38,2.56,5.13,0,5.13,0,2.56,0
6,2,52,2. Home,fresh,"""Home"" is an improvement on the listless sixth season premiere of Game of Thrones. Unlike that episode, things actually move forward - if abruptly at times - and several major story points are put into play, perhaps earlier than fans might have expected.",1-May-16,POSITIVE,1,41,81.21,8.81,97.82,89.58,20.5,29.27,90.24,60.98,51.22,4.88,0,0,0,0,0,0,4.88,12.2,4.88,2.44,17.07,9.76,4.88,7.32,0,14.63,7.32,4.88,4.88,0,2.44,2.44,14.63,0,14.63,0,0,0,7.32,2.44,7.32,0,4.88,4.88,0,0,0,0,0,0,0,0,2.44,2.44,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,7.32,4.88,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,2.44,12.2,0,4.88,7.32,0,0,0,9.76,2.44,4.88,4.88,0,0,0,0,0,19.51,4.88,4.88,0,0,0,9.76,0
6,2,52,2. Home,fresh,"""Home"" was the title of the episode, but most of these people are very far from where they were raised. Home, for them, really resides in the relationships they can forge out of chaos.",1-May-16,POSITIVE,1,34,79.1,85.94,67.28,20.23,17,8.82,85.29,70.59,67.65,11.76,8.82,0,0,0,0,8.82,2.94,14.71,8.82,0,20.59,11.76,8.82,2.94,0,11.76,5.88,2.94,2.94,2.94,0,0,8.82,0,8.82,0,0,2.94,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,20.59,0,2.94,17.65,0,0,0,0,5.88,5.88,0,0,0,0,0,0,20.59,5.88,8.82,0,0,0,5.88,0
6,2,52,2. Home,rotten,"Even before Snow's revival, the show was suffused with a sense of flatness: There would be a sort of throat-clearing that a big event was going to happen, and then, five minutes of puttering later, it happened.",1-May-16,NEGATIVE,1,37,85.33,40.06,20.17,20.23,37,18.92,83.78,72.97,56.76,5.41,0,0,0,0,0,0,5.41,16.22,10.81,2.7,16.22,10.81,5.41,8.11,0,21.62,5.41,8.11,0,0,0,0,10.81,0,10.81,2.7,0,2.7,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,8.11,0,0,2.7,2.7,0,2.7,10.81,8.11,0,5.41,0,0,0,0,0,21.62,2.7,10.81,0,0,2.7,5.41,0
6,2,52,2. Home,rotten,"Jon Snow's death and resurrection won't be remembered as creative high points for the series. Hopefully, though, what comes as a result of it all will add some retroactive value to all the word games of the last year.",1-May-16,NEGATIVE,1,39,80.69,15.29,16.81,60.52,19.5,12.82,84.62,69.23,53.85,5.13,0,0,0,0,0,0,5.13,17.95,10.26,0,15.38,7.69,5.13,10.26,2.56,15.38,5.13,12.82,2.56,0,2.56,0,15.38,5.13,10.26,2.56,2.56,2.56,2.56,0,2.56,2.56,2.56,2.56,0,2.56,2.56,0,0,0,0,0,2.56,2.56,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,2.56,2.56,0,0,0,0,2.56,0,0,0,0,0,0,0,2.56,0,2.56,0,0,0,0,0,0,2.56,5.13,5.13,0,2.56,5.13,0,0,0,2.56,2.56,2.56,7.69,0,0,0,0,0,15.38,5.13,5.13,0,0,5.13,0,0
6,2,52,2. Home,fresh,Mostly a slow burn with obligatory check-ins on the big subplots. But the final 20 minutes? Amazing as two rulers of realms were killed while a third returned from the dead.,1-May-16,POSITIVE,1,31,99,23.05,91.84,20.23,10.33,19.35,83.87,67.74,51.61,0,0,0,0,0,0,0,0,22.58,16.13,9.68,16.13,3.23,3.23,9.68,0,3.23,16.13,12.9,6.45,0,0,6.45,6.45,0,6.45,0,0,0,3.23,0,3.23,0,6.45,3.23,3.23,3.23,3.23,0,0,0,0,0,3.23,3.23,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,3.23,6.45,0,6.45,3.23,0,0,0,12.9,9.68,0,0,0,0,0,0,0,12.9,6.45,0,3.23,0,0,3.23,0
6,3,53,3. Oathbreaker,fresh,"[T]his hour carefully weaves its themes together through all of its stories, creating one of the most unified, enjoyable journeys around the world of Westeros we've had in some time.",11-Feb-20,POSITIVE,1,31,93.3,88.59,1.77,70.91,31,29.03,80.65,61.29,54.84,12.9,6.45,0,3.23,0,3.23,0,6.45,29.03,6.45,3.23,19.35,6.45,3.23,0,0,9.68,6.45,12.9,12.9,9.68,3.23,0,3.23,3.23,0,0,0,0,0,0,0,0,3.23,3.23,0,3.23,3.23,0,0,0,0,0,9.68,3.23,0,0,0,0,3.23,6.45,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,6.45,9.68,0,0,9.68,0,0,0,0,6.45,0,0,0,0,0,0,0,19.35,3.23,6.45,0,0,3.23,6.45,0
6,3,53,3. Oathbreaker,fresh,"I would love to see Bran reunited with at least one of his siblings. In the meantime, we're going to have to wait and see the rest of that Tower of Joy flashback.",5-Apr-19,POSITIVE,1,33,97.37,74.59,1.51,99,16.5,12.12,93.94,72.73,60.61,12.12,9.09,3.03,3.03,0,3.03,0,3.03,18.18,6.06,3.03,27.27,9.09,0,3.03,0,30.3,3.03,9.09,9.09,9.09,0,0,15.15,0,12.12,0,0,6.06,0,0,3.03,3.03,12.12,12.12,0,6.06,6.06,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,3.03,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,6.06,9.09,0,0,3.03,6.06,0,0,6.06,3.03,3.03,12.12,0,0,0,0,0,12.12,6.06,3.03,0,0,3.03,0,0
6,3,53,3. Oathbreaker,fresh,"You'll have to wait longer to see whether the show explores that popular and still unproven lineage of Jon Snow's parentage, but ""Oathbreaker"" opens the door to it by showing the famed battle at the Tower of Joy.",5-Apr-19,POSITIVE,1,38,95.09,55.75,70.28,20.23,38,21.05,81.58,63.16,50,7.89,2.63,0,0,2.63,0,0,5.26,13.16,10.53,0,18.42,5.26,2.63,7.89,0,15.79,5.26,2.63,5.26,2.63,0,2.63,7.89,0,7.89,2.63,0,0,0,0,5.26,0,5.26,2.63,2.63,2.63,2.63,0,0,0,0,0,10.53,2.63,0,0,2.63,0,0,5.26,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,2.63,5.26,18.42,0,2.63,7.89,7.89,0,0,2.63,0,2.63,7.89,0,0,0,0,0,15.79,2.63,2.63,0,0,5.26,5.26,0
6,3,53,3. Oathbreaker,rotten,That is narrative progress. Daenerys arguing in the dirt for half a season is not.,5-Apr-19,NEGATIVE,1,15,89.52,1.24,93.95,1,7.5,26.67,80,60,53.33,6.67,0,0,0,0,0,0,6.67,20,13.33,0,13.33,13.33,0,0,6.67,13.33,6.67,6.67,6.67,0,6.67,0,6.67,0,6.67,0,0,0,0,0,6.67,0,6.67,0,6.67,6.67,0,6.67,0,6.67,0,0,6.67,6.67,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,13.33,0,13.33,0,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0
6,3,53,3. Oathbreaker,rotten,"Unfortunately, that was also one of the more interesting nuggets in an episode that was a bit of a bore, especially after last week's surge of deaths and other happenings.",5-Apr-19,NEGATIVE,1,30,84.21,22.56,39.59,72.45,30,20,83.33,73.33,66.67,6.67,0,0,0,0,0,0,6.67,30,13.33,3.33,16.67,6.67,10,10,0,6.67,6.67,13.33,0,0,0,0,6.67,0,6.67,0,0,0,0,0,3.33,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,3.33,0,3.33,0,0,3.33,0,0,0,10,6.67,0,0,0,0,0,0,0,13.33,3.33,6.67,0,0,3.33,0,0
6,3,53,3. Oathbreaker,fresh,"It's a strategy - and ""Thrones"" characters have certainly done stupider things to end up in Ramsay's grasp.",5-Apr-19,POSITIVE,1,17,46.7,40.06,46.57,1,17,35.29,88.24,64.71,58.82,11.76,0,0,0,0,0,0,11.76,5.88,5.88,0,17.65,17.65,5.88,5.88,0,17.65,5.88,0,11.76,0,5.88,5.88,5.88,0,5.88,0,0,0,0,5.88,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,17.65,0,0,11.76,0,0,5.88,5.88,5.88,5.88,0,0,0,0,0,0,35.29,5.88,0,0,0,11.76,17.65,0
6,3,53,3. Oathbreaker,fresh,"It's as if the show were rebelling against the stately pace of its source material; it's as if the show itself was angry, and has decided to vent its anger by running full tilt toward its endgame. By the gods is it entertaining to watch.",5-Apr-19,POSITIVE,1,45,66.04,10.48,47.52,3.72,22.5,17.78,86.67,73.33,60,15.56,0,0,0,0,0,0,15.56,15.56,8.89,0,20,13.33,0,11.11,0,20,6.67,2.22,2.22,0,0,2.22,11.11,0,11.11,2.22,2.22,0,4.44,0,6.67,0,6.67,2.22,4.44,6.67,2.22,4.44,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,15.56,2.22,2.22,6.67,6.67,0,0,0,6.67,8.89,0,0,0,0,0,0,13.33,4.44,2.22,0,0,4.44,2.22,0
6,3,53,3. Oathbreaker,fresh,[This episode] was one of revelations.,27-Jun-18,POSITIVE,1,6,49.68,40.06,39.59,20.23,6,33.33,83.33,66.67,66.67,16.67,0,0,0,0,0,0,16.67,33.33,0,16.67,16.67,16.67,0,0,0,16.67,0,16.67,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,50,16.67,0,0,0,0,33.33,0
6,3,53,3. Oathbreaker,rotten,"This week's episode had LOTS of talking, and no nudity whatsoever. But there was a sword fight with stabbings and blood spray. That was fun. But, to be honest, it was a little boring.",26-Jun-18,NEGATIVE,1,34,16.49,5.72,12.44,1.85,8.5,11.76,88.24,79.41,61.76,11.76,0,0,0,0,0,0,11.76,17.65,5.88,0,8.82,14.71,2.94,11.76,2.94,14.71,8.82,11.76,0,0,0,0,20.59,2.94,17.65,0,0,0,0,11.76,5.88,0,8.82,2.94,5.88,5.88,2.94,2.94,0,0,0,0,5.88,5.88,0,0,2.94,0,2.94,0,0,0,0,0,0,0,0,0,2.94,2.94,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,5.88,2.94,0,0,2.94,0,0,0,2.94,11.76,0,0,0,0,0,0,0,23.53,11.76,8.82,0,0,2.94,0,0
6,3,53,3. Oathbreaker,fresh,"Look yo, if you been reading these recaps, you know that Arya ""Stick Them with the Pointy End"" Stark been my favorite character in this whole many-faced-God-forsaken universe.",22-Jun-18,POSITIVE,1,28,26.1,91.33,48.09,75.77,28,17.86,71.43,67.86,46.43,25,14.29,3.57,0,7.14,0,3.57,10.71,17.86,3.57,0,7.14,7.14,0,3.57,0,17.86,7.14,3.57,0,0,0,0,7.14,0,7.14,3.57,0,0,3.57,0,3.57,0,3.57,3.57,0,0,0,0,0,0,0,0,10.71,0,0,0,0,0,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,3.57,0,3.57,3.57,0,0,3.57,7.14,0,0,3.57,3.57,0,0,0,28.57,3.57,7.14,0,0,0,17.86,0
6,3,53,3. Oathbreaker,rotten,None of these purportedly landmark moments and shocking deaths have landed with much impact yet.,19-Jun-18,NEGATIVE,1,15,22.17,10.48,1.91,20.23,15,26.67,86.67,53.33,53.33,13.33,0,0,0,0,0,0,13.33,20,0,0,13.33,6.67,6.67,6.67,6.67,6.67,6.67,13.33,0,0,0,0,20,6.67,13.33,0,6.67,6.67,6.67,0,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0
6,3,53,3. Oathbreaker,fresh,Oathbreaker manages to keep our interest without needing big surprise endings.,7-Nov-17,POSITIVE,1,11,89.52,86.82,1,99,11,63.64,72.73,63.64,27.27,9.09,9.09,0,9.09,0,0,0,0,9.09,0,0,18.18,0,9.09,0,0,27.27,9.09,9.09,9.09,9.09,0,0,27.27,0,27.27,0,0,9.09,0,0,9.09,0,18.18,9.09,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
6,3,53,3. Oathbreaker,rotten,"It was simply frustrating to watch inconsequential scenes take up precious minutes of your run-time, especially at a juncture when the series is just seasons away from wrapping itself up and you are nowhere close to getting your characters in line.",30-Aug-17,NEGATIVE,1,41,62.96,94.33,87.24,20.23,41,29.27,85.37,78.05,60.98,14.63,7.32,0,0,7.32,0,0,7.32,9.76,4.88,0,21.95,7.32,9.76,4.88,2.44,14.63,4.88,4.88,0,0,0,0,7.32,2.44,4.88,0,0,0,0,2.44,0,0,4.88,2.44,2.44,2.44,0,2.44,0,2.44,0,0,7.32,0,0,0,0,0,0,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,4.88,19.51,2.44,0,17.07,2.44,0,0,7.32,2.44,4.88,0,0,0,0,0,0,7.32,2.44,2.44,0,0,0,2.44,0
6,3,53,3. Oathbreaker,rotten,"Ugh, this episode was incredibly uneven.",24-Aug-17,NEGATIVE,1,6,1,40.06,1,20.23,6,33.33,66.67,66.67,50,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,16.67,0,33.33,16.67,16.67,0,0,0,0,0
6,3,53,3. Oathbreaker,fresh,"Another week of table setting, and a very entertaining one at that ... It didn't quite reach the high watermark of last week's instalment, but there was still a lot of great stuff here.",6-Jul-16,POSITIVE,1,33,45.12,1.92,99,96.12,16.5,15.15,87.88,78.79,63.64,12.12,0,0,0,0,0,0,12.12,21.21,9.09,3.03,12.12,3.03,15.15,6.06,3.03,3.03,9.09,21.21,0,0,0,0,12.12,0,12.12,0,0,0,6.06,0,9.09,0,6.06,6.06,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,12.12,12.12,0,3.03,12.12,0,0,0,9.09,3.03,0,0,0,0,0,0,0,24.24,12.12,6.06,0,0,6.06,0,0
6,3,53,3. Oathbreaker,fresh,"Aside from the Daenerys and Sam scenes, ""Oathbreaker"" was a strong follow up to most of this season's ongoing plotlines.",6-Jun-16,POSITIVE,1,20,99,40.06,28.56,90.5,20,25,70,65,50,5,0,0,0,0,0,0,5,20,10,0,20,5,0,5,0,10,15,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,10,5,5,0,0,0,0,0,0,25,5,5,0,0,5,10,0
6,3,53,3. Oathbreaker,fresh,"After two episodes that included a torrential downpour of death and destruction, the third hour of season six slowed things down and did some soul-searching.",24-May-16,POSITIVE,1,25,89.52,40.06,63.35,1,25,24,84,68,60,8,0,0,0,0,0,0,8,28,8,12,16,4,0,12,0,12,4,16,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,0,4,4,0,0,0,12,12,0,0,0,0,0,0,0,12,4,4,0,0,0,4,0
6,3,53,3. Oathbreaker,fresh,"Last week, we saw Jon Snow reënter life; this week, we may have been in proximity to him entering it, the first time, in the usual way.",11-May-16,POSITIVE,1,27,66.04,99,98.13,20.23,27,11.11,88.89,70.37,51.85,18.52,11.11,0,7.41,0,3.7,0,7.41,14.81,7.41,3.7,11.11,11.11,0,0,0,18.52,7.41,11.11,7.41,7.41,0,0,3.7,0,3.7,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,0,0,0,0,0,0,11.11,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,0,3.7,14.81,3.7,0,0,14.81,7.41,0,3.7,0,0,0,0,0,22.22,3.7,14.81,0,0,0,3.7,0
6,3,53,3. Oathbreaker,fresh,How can we believe in the stakes of anything or anyone when death and maiming won't stop a Stark?,11-May-16,POSITIVE,1,19,6.22,70.59,93.14,20.23,19,15.79,84.21,73.68,68.42,15.79,5.26,0,5.26,0,0,0,10.53,10.53,10.53,0,10.53,10.53,10.53,15.79,5.26,15.79,0,0,5.26,5.26,0,0,31.58,0,31.58,10.53,5.26,5.26,15.79,0,5.26,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,5.26,0,0,0,10.53,0,5.26,5.26,0,0,0,0,0,10.53,0,0,5.26,0,5.26,0,0
6,3,53,3. Oathbreaker,fresh,"It's not often one gets to exact revenge on his murderers, because one is often dead before one gets the chance to do so.",10-May-16,POSITIVE,1,24,16.96,18.97,15.38,1,24,12.5,100,87.5,70.83,8.33,4.17,0,0,0,4.17,0,4.17,20.83,4.17,12.5,16.67,12.5,12.5,12.5,4.17,20.83,8.33,12.5,0,0,0,0,20.83,0,20.83,0,4.17,0,12.5,0,4.17,0,8.33,0,8.33,4.17,0,4.17,0,4.17,0,0,12.5,8.33,0,0,8.33,0,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,16.67,0,0,0,0,0,0,12.5,4.17,4.17,0,0,4.17,0,0
